Date,Scrip,Open,High,Low,Close,Volume
20140720,EASTLAND,26.4295283252158,27.0550161812298,26.4295283252158,26.5077143072176,36080
20140720,EASTRNLUB,308.333333333333,308.409090909091,303.030303030303,306.363636363636,1200
20140720,EBL,18.9125295508274,20.2192134107028,18.9125295508274,19.8753492370514,38600
20140720,EBL1STMF,6.1,6.2,6.1,6.1,83500
20140720,ECABLES,112.818181818182,113.090909090909,111.545454545455,111.545454545455,7200
20140720,EHL,59.1,60.1,58.5,59.7,483000
20140720,EMERALDOIL,43.9,44.5,43.2,43.8,272500
20140720,ENVOYTEX,47.4619607843137,49.2028431372549,47.3703921568627,48.9279411764706,1308182
20140720,EXIM1STMF,8,8.3,7.8,7.9,4000
20140720,EXIMBANK,9.75609756097561,9.95121951219512,9.65853658536586,9.75609756097561,835300
20140720,FAMILYTEX,22.5714285714286,22.5714285714286,22.0952380952381,22.1904761904762,644000
20140720,FARCHEM,24.0921487603306,25.3944628099174,23.9419008264463,24.9436363636364,2342175
20140720,FAREASTFIN,10.6,11.1,10.6,10.9,89500
20140720,FAREASTLIF,63.2576,63.5606,62.8788,63.1818,9372
20140720,FASFIN,15.7272727272727,15.9090909090909,14.8181818181818,15.2727272727273,65000
20140720,FBFIF,7.5,7.5,7.5,7.5,500
20140720,FEDERALINS,17.2335600907029,17.9591836734694,16.5079365079365,16.6893424036281,180200
